HGNC ID	Approved Symbol	Approved Name	Locus Type	Locus Group	Chromosome	Entrez Gene ID	RefSeq IDs	OMIM ID(supplied by OMIM)	RefSeq(supplied by NCBI)
24550	ACTR1A	ACTR1A	gene-with-protein-product	protein-coding-gene	chr28	ACTR1A	NM_001003164.1	ACTR1A	NM_001003164.1
10683	ACTR1B	ACTR1B	gene-with-protein-product	protein-coding-gene	chr10	ACTR1B	XM_849380.3	ACTR1B	XM_849380.3
38229	ACTR2	ACTR2	gene-with-protein-product	protein-coding-gene	chr10	ACTR2	XM_847614.3	ACTR2	XM_847614.3
27481	ACTR3	ACTR3	gene-with-protein-product	protein-coding-gene	chr16	ACTR3	XM_005629700.1	ACTR3	XM_005629700.1
24397	ACTR3B	ACTR3B	gene-with-protein-product	protein-coding-gene	chr19	ACTR3B	XM_848216.3	ACTR3B	XM_848216.3
30493	ACTR5	ACTR5	gene-with-protein-product	protein-coding-gene	chr24	ACTR5	XM_005635056.1	ACTR5	XM_005635056.1
27307	ACTR6	ACTR6	gene-with-protein-product	protein-coding-gene	chr15	ACTR6	XM_005629270.1	ACTR6	XM_005629270.1
5816	ACTR8	ACTR8	gene-with-protein-product	protein-coding-gene	chr20	ACTR8	XM_844154.3	ACTR8	XM_844154.3
5049	ACTRT1	ACTRT1	gene-with-protein-product	protein-coding-gene	chrX	ACTRT1	XM_549241.4	ACTRT1	XM_549241.4
35073	ACTRT2	ACTRT2	gene-with-protein-product	protein-coding-gene	chr5	ACTRT2	XM_536719.4	ACTRT2	XM_536719.4
47409	ACTRT3	ACTRT3	gene-with-protein-product	protein-coding-gene	chr34	ACTRT3	XM_545273.4	ACTRT3	XM_545273.4
33404	ACVR1	ACVR1	gene-with-protein-product	protein-coding-gene	chr36	ACVR1	XM_005640195.1	ACVR1	XM_005640195.1
45197	ACVR1B	ACVR1B	gene-with-protein-product	protein-coding-gene	chr27	ACVR1B	XM_543663.4	ACVR1B	XM_543663.4
47581	ACVR1C	ACVR1C	gene-with-protein-product	protein-coding-gene	chr36	ACVR1C	XM_005640192.1	ACVR1C	XM_005640192.1
28498	ACVR2A	ACVR2A	gene-with-protein-product	protein-coding-gene	chr19	ACVR2A	XM_005631966.1	ACVR2A	XM_005631966.1
43786	ACVR2B	ACVR2B	gene-with-protein-product	protein-coding-gene	chr23	ACVR2B	XM_542709.3	ACVR2B	XM_542709.3
31207	ACVRL1	ACVRL1	gene-with-protein-product	protein-coding-gene	chr27	ACVRL1	XM_005636803.1	ACVRL1	XM_005636803.1
29266	ACY1	ACY1	gene-with-protein-product	protein-coding-gene	chr20	ACY1	XM_533806.4	ACY1	XM_533806.4
12911	ACY3	ACY3	gene-with-protein-product	protein-coding-gene	chr18	ACY3	XM_003639678.1	ACY3	XM_003639678.1
36638	ACYP1	ACYP1	gene-with-protein-product	protein-coding-gene	chr8	ACYP1	XM_537512.4	ACYP1	XM_537512.4
25700	ACYP2	ACYP2	gene-with-protein-product	protein-coding-gene	chr10	ACYP2	XM_531824.4	ACYP2	XM_531824.4
30512	ADA	ADA	gene-with-protein-product	protein-coding-gene	chr24	ADA	XM_005635102.1	ADA	XM_005635102.1
14447	ADAD1	ADAD1	gene-with-protein-product	protein-coding-gene	chr19	ADAD1	XM_005631837.1	ADAD1	XM_005631837.1
13941	ADAD2	ADAD2	gene-with-protein-product	protein-coding-gene	chr5	ADAD2	XM_003434718.2	ADAD2	XM_003434718.2
17294	ADAL	ADAL	gene-with-protein-product	protein-coding-gene	chr30	ADAL	XM_005638328.1	ADAL	XM_005638328.1
32595	ADAM10	ADAM10	gene-with-protein-product	protein-coding-gene	chr30	ADAM10	XM_005638692.1	ADAM10	XM_005638692.1
5490	ADAM11	ADAM11	gene-with-protein-product	protein-coding-gene	chr9	ADAM11	XM_005624385.1	ADAM11	XM_005624385.1
14253	ADAM12	ADAM12	gene-with-protein-product	protein-coding-gene	chr28	ADAM12	XM_005637842.1	ADAM12	XM_005637842.1
2939	ADAM15	ADAM15	gene-with-protein-product	protein-coding-gene	chr7	ADAM15	XM_005622758.1	ADAM15	XM_005622758.1
27688	ADAM17	ADAM17	gene-with-protein-product	protein-coding-gene	chr17	ADAM17	XM_005630110.1	ADAM17	XM_005630110.1
6260	ADAM18	ADAM18	gene-with-protein-product	protein-coding-gene	chr16	ADAM18	XM_005629830.1	ADAM18	XM_005629830.1
899	ADAM19	ADAM19	gene-with-protein-product	protein-coding-gene	chr4	ADAM19	XM_005619251.1	ADAM19	XM_005619251.1
27518	ADAM2	ADAM2	gene-with-protein-product	protein-coding-gene	chr16	ADAM2	XM_005629835.1	ADAM2	XM_005629835.1
36584	ADAM21	ADAM21	gene-with-protein-product	protein-coding-gene	chr8	ADAM21	XM_005623591.1	ADAM21	XM_005623591.1
39434	ADAM22	ADAM22	gene-with-protein-product	protein-coding-gene	chr14	ADAM22	XM_005628472.1	ADAM22	XM_005628472.1
6439	ADAM23	ADAM23	gene-with-protein-product	protein-coding-gene	chr37	ADAM23	XM_844759.3	ADAM23	XM_844759.3
7414	ADAM28	ADAM28	gene-with-protein-product	protein-coding-gene	chr25	ADAM28	XM_005635698.1	ADAM28	XM_005635698.1
14898	ADAM29	ADAM29	gene-with-protein-product	protein-coding-gene	chr25	ADAM29	XM_005635644.1	ADAM29	XM_005635644.1
12700	ADAM30	ADAM30	gene-with-protein-product	protein-coding-gene	chr17	ADAM30	XM_005642482.1	ADAM30	XM_005642482.1
27520	ADAM32	ADAM32	gene-with-protein-product	protein-coding-gene	chr16	ADAM32	XM_532797.4	ADAM32	XM_532797.4
44107	ADAM33	ADAM33	gene-with-protein-product	protein-coding-gene	chr24	ADAM33	XR_295436.1	ADAM33	XR_295436.1
30799	ADAM7	ADAM7	gene-with-protein-product	protein-coding-gene	chr25	ADAM7	XM_005635696.1	ADAM7	XM_005635696.1
4541	ADAM8	ADAM8	gene-with-protein-product	protein-coding-gene	chr28	ADAM8	XM_005637923.1	ADAM8	XM_005637923.1
27524	ADAM9	ADAM9	gene-with-protein-product	protein-coding-gene	chr16	ADAM9	NM_001195402.1	ADAM9	NM_001195402.1
7393	ADAMDEC1	ADAMDEC1	gene-with-protein-product	protein-coding-gene	chr25	ADAMDEC1	XM_005635697.1	ADAMDEC1	XM_005635697.1
14346	ADAMTS1	ADAMTS1	gene-with-protein-product	protein-coding-gene	chr31	ADAMTS1	XM_003433995.3	ADAMTS1	XM_003433995.3
10220	ADAMTS10	ADAMTS10	gene-with-protein-product	protein-coding-gene	chr20	ADAMTS10	XM_005632962.1	ADAMTS10	XM_005632962.1
34654	ADAMTS12	ADAMTS12	gene-with-protein-product	protein-coding-gene	chr4	ADAMTS12	XM_536508.5	ADAMTS12	XM_536508.5
12675	ADAMTS13	ADAMTS13	gene-with-protein-product	protein-coding-gene	chr9	ADAMTS13	XM_005625004.1	ADAMTS13	XM_005625004.1
724	ADAMTS14	ADAMTS14	gene-with-protein-product	protein-coding-gene	chr4	ADAMTS14	XM_546149.4	ADAMTS14	XM_546149.4
1032	ADAMTS15	ADAMTS15	gene-with-protein-product	protein-coding-gene	chr5	ADAMTS15	XM_005620295.1	ADAMTS15	XM_005620295.1
47283	ADAMTS16	ADAMTS16	gene-with-protein-product	protein-coding-gene	chr34	ADAMTS16	XM_005639704.1	ADAMTS16	XM_005639704.1
289	ADAMTS17	ADAMTS17	gene-with-protein-product	protein-coding-gene	chr3	ADAMTS17	XM_545825.4	ADAMTS17	XM_545825.4
1754	ADAMTS18	ADAMTS18	gene-with-protein-product	protein-coding-gene	chr5	ADAMTS18	XM_005620886.1	ADAMTS18	XM_005620886.1
8037	ADAMTS19	ADAMTS19	gene-with-protein-product	protein-coding-gene	chr11	ADAMTS19	XM_003639355.2	ADAMTS19	XM_003639355.2
38279	ADAMTS2	ADAMTS2	gene-with-protein-product	protein-coding-gene	chr11	ADAMTS2	XM_843844.3	ADAMTS2	XM_843844.3
45294	ADAMTS20	ADAMTS20	gene-with-protein-product	protein-coding-gene	chr27	ADAMTS20	XM_847045.3	ADAMTS20	XM_847045.3
39323	ADAMTS3	ADAMTS3	gene-with-protein-product	protein-coding-gene	chr13	ADAMTS3	XM_539311.4	ADAMTS3	XM_539311.4
226	ADAMTS4	ADAMTS4	gene-with-protein-product	protein-coding-gene	chr38	ADAMTS4	XM_545768.4	ADAMTS4	XM_545768.4
46847	ADAMTS5	ADAMTS5	gene-with-protein-product	protein-coding-gene	chr31	ADAMTS5	XM_846025.3	ADAMTS5	XM_846025.3
32104	ADAMTS6	ADAMTS6	gene-with-protein-product	protein-coding-gene	chr2	ADAMTS6	XM_005617441.1	ADAMTS6	XM_005617441.1
363	ADAMTS7	ADAMTS7	gene-with-protein-product	protein-coding-gene	chr3	ADAMTS7	XM_545893.4	ADAMTS7	XM_545893.4
13502	ADAMTS8	ADAMTS8	gene-with-protein-product	protein-coding-gene	chr5	ADAMTS8	XM_005620296.1	ADAMTS8	XM_005620296.1
5396	ADAMTS9	ADAMTS9	gene-with-protein-product	protein-coding-gene	chr20	ADAMTS9	XM_005632347.1	ADAMTS9	XM_005632347.1
25938	ADAMTSL1	ADAMTSL1	gene-with-protein-product	protein-coding-gene	chr11	ADAMTSL1	XM_531943.4	ADAMTSL1	XM_531943.4
4186	ADAMTSL2	ADAMTSL2	gene-with-protein-product	protein-coding-gene	chr9	ADAMTSL2	XM_005625150.1	ADAMTSL2	XM_005625150.1
34003	ADAMTSL3	ADAMTSL3	gene-with-protein-product	protein-coding-gene	chr3	ADAMTSL3	XM_536209.4	ADAMTSL3	XM_536209.4
40578	ADAMTSL4	ADAMTSL4	gene-with-protein-product	protein-coding-gene	chr17	ADAMTSL4	XM_540302.4	ADAMTSL4	XM_540302.4
43229	ADAMTSL5	ADAMTSL5	gene-with-protein-product	protein-coding-gene	chr20	ADAMTSL5	XM_005633128.1	ADAMTSL5	XM_005633128.1
5477	ADAP1	ADAP1	gene-with-protein-product	protein-coding-gene	chr6	ADAP1	XM_843423.3	ADAP1	XM_843423.3
9636	ADAP2	ADAP2	gene-with-protein-product	protein-coding-gene	chr9	ADAP2	XM_005624830.1	ADAP2	XM_005624830.1
15849	ADAR	ADAR	gene-with-protein-product	protein-coding-gene	chr7	ADAR	XM_005622785.1	ADAR	XM_005622785.1
46957	ADARB1	ADARB1	gene-with-protein-product	protein-coding-gene	chr31	ADARB1	XM_005638980.1	ADARB1	XM_005638980.1
46086	ADARB2	ADARB2	gene-with-protein-product	protein-coding-gene	chr2	ADARB2	XM_005617207.1	ADARB2	XM_005617207.1
1757	ADAT1	ADAT1	gene-with-protein-product	protein-coding-gene	chr5	ADAT1	XM_005620678.1	ADAT1	XM_005620678.1
14677	ADAT2	ADAT2	gene-with-protein-product	protein-coding-gene	chr1	ADAT2	XM_003432504.2	ADAT2	XM_003432504.2
32206	ADC	ADC	gene-with-protein-product	protein-coding-gene	chr2	ADC	XM_005617611.1	ADC	XM_005617611.1
3477	ADCK1	ADCK1	gene-with-protein-product	protein-coding-gene	chr8	ADCK1	XM_005623709.1	ADCK1	XM_005623709.1
27450	ADCK2	ADCK2	gene-with-protein-product	protein-coding-gene	chr16	ADCK2	XM_005629552.1	ADCK2	XM_005629552.1
36085	ADCK3	ADCK3	gene-with-protein-product	protein-coding-gene	chr7	ADCK3	XM_005622972.1	ADCK3	XM_005622972.1
42332	ADCK4	ADCK4	gene-with-protein-product	protein-coding-gene	chr1	ADCK4	XM_541612.4	ADCK4	XM_541612.4
39229	ADCK5	ADCK5	gene-with-protein-product	protein-coding-gene	chr13	ADCK5	XM_005628084.1	ADCK5	XM_005628084.1
5888	ADCY1	ADCY1	gene-with-protein-product	protein-coding-gene	chr16	ADCY1	XM_843988.4	ADCY1	XM_843988.4
36033	ADCY10	ADCY10	gene-with-protein-product	protein-coding-gene	chr7	ADCY10	XM_005622240.1	ADCY10	XM_005622240.1
33143	ADCY2	ADCY2	gene-with-protein-product	protein-coding-gene	chr34	ADCY2	XM_535798.4	ADCY2	XM_535798.4
40285	ADCY3	ADCY3	gene-with-protein-product	protein-coding-gene	chr17	ADCY3	XM_540108.4	ADCY3	XM_540108.4
36395	ADCY4	ADCY4	gene-with-protein-product	protein-coding-gene	chr8	ADCY4	XM_537394.4	ADCY4	XM_537394.4
24697	ADCY5	ADCY5	gene-with-protein-product	protein-coding-gene	chr33	ADCY5	NM_001168460.1	ADCY5	NM_001168460.1
31279	ADCY6	ADCY6	gene-with-protein-product	protein-coding-gene	chr27	ADCY6	XM_005636695.1	ADCY6	XM_005636695.1
46262	ADCY7	ADCY7	gene-with-protein-product	protein-coding-gene	chr2	ADCY7	XM_005617574.1	ADCY7	XM_005617574.1
39131	ADCY8	ADCY8	gene-with-protein-product	protein-coding-gene	chr13	ADCY8	XM_005627940.1	ADCY8	XM_005627940.1
2319	ADCY9	ADCY9	gene-with-protein-product	protein-coding-gene	chr6	ADCY9	XM_547151.3	ADCY9	XM_547151.3
5965	ADCYAP1	ADCYAP1	gene-with-protein-product	protein-coding-gene	chr7	ADCYAP1	XM_844098.3	ADCYAP1	XM_844098.3
39575	ADCYAP1R1	ADCYAP1R1	gene-with-protein-product	protein-coding-gene	chr14	ADCYAP1R1	XM_539503.4	ADCYAP1R1	XM_539503.4
401	ADD1	ADD1	gene-with-protein-product	protein-coding-gene	chr3	ADD1	XM_005618503.1	ADD1	XM_005618503.1
9563	ADD2	ADD2	gene-with-protein-product	protein-coding-gene	chr10	ADD2	XM_847973.3	ADD2	XM_847973.3
45743	ADD3	ADD3	gene-with-protein-product	protein-coding-gene	chr28	ADD3	XM_005637713.1	ADD3	XM_005637713.1
17164	ADGB	ADGB	gene-with-protein-product	protein-coding-gene	chr1	ADGB	XM_003638764.2	ADGB	XM_003638764.2
32954	ADH4	ADH4	gene-with-protein-product	protein-coding-gene	chr32	ADH4	XM_535665.4	ADH4	XM_535665.4
8570	ADH5	ADH5	gene-with-protein-product	protein-coding-gene	chr32	ADH5	NM_001252155.1	ADH5	NM_001252155.1
31766	ADHFE1	ADHFE1	gene-with-protein-product	protein-coding-gene	chr29	ADHFE1	XR_296044.1	ADHFE1	XR_296044.1
16251	ADI1	ADI1	gene-with-protein-product	protein-coding-gene	chr17	ADI1	XM_005630590.1	ADI1	XM_005630590.1
14251	ADIG	ADIG	gene-with-protein-product	protein-coding-gene	chr24	ADIG	XM_003433263.2	ADIG	XM_003433263.2
24119	ADIPOQ	ADIPOQ	gene-with-protein-product	protein-coding-gene	chr34	ADIPOQ	XM_005639713.1	ADIPOQ	XM_005639713.1
35824	ADIPOR1	ADIPOR1	gene-with-protein-product	protein-coding-gene	chr7	ADIPOR1	XM_843263.3	ADIPOR1	XM_843263.3
31491	ADIPOR2	ADIPOR2	gene-with-protein-product	protein-coding-gene	chr27	ADIPOR2	XM_863038.3	ADIPOR2	XM_863038.3
34428	ADK	ADK	gene-with-protein-product	protein-coding-gene	chr4	ADK	XM_005619062.1	ADK	XM_005619062.1
24602	ADM	ADM	gene-with-protein-product	protein-coding-gene	chr21	ADM	NM_001003183.1	ADM	NM_001003183.1
5463	ADM2	ADM2	gene-with-protein-product	protein-coding-gene	chr10	ADM2	XM_843399.3	ADM2	XM_843399.3
17140	ADM5	ADM5	gene-with-protein-product	protein-coding-gene	chr1	ADM5	XM_005616304.1	ADM5	XM_005616304.1
44314	ADNP	ADNP	gene-with-protein-product	protein-coding-gene	chr24	ADNP	XM_003433286.2	ADNP	XM_003433286.2
14270	ADNP2	ADNP2	gene-with-protein-product	protein-coding-gene	chr1	ADNP2	XM_005615273.1	ADNP2	XM_005615273.1
696	ADO	ADO	gene-with-protein-product	protein-coding-gene	chr4	ADO	XM_005618921.1	ADO	XM_005618921.1
24901	ADORA1	ADORA1	gene-with-protein-product	protein-coding-gene	chr7	ADORA1	NM_001003279.1	ADORA1	NM_001003279.1
24900	ADORA2A	ADORA2A	gene-with-protein-product	protein-coding-gene	chr26	ADORA2A	NM_001003278.1	ADORA2A	NM_001003278.1
30	ADORA2B	ADORA2B	gene-with-protein-product	protein-coding-gene	chr5	ADORA2B	NM_001002944.1	ADORA2B	NM_001002944.1
24573	ADORA3	ADORA3	gene-with-protein-product	protein-coding-gene	chr17	ADORA3	NM_001003178.1	ADORA3	NM_001003178.1
32697	ADPGK	ADPGK	gene-with-protein-product	protein-coding-gene	chr30	ADPGK	XM_005638573.1	ADPGK	XM_005638573.1
15917	ADPRH	ADPRH	gene-with-protein-product	protein-coding-gene	chr33	ADPRH	XM_003640118.2	ADPRH	XM_003640118.2
15170	ADPRHL1	ADPRHL1	gene-with-protein-product	protein-coding-gene	chr22	ADPRHL1	XM_003433090.2	ADPRHL1	XM_003433090.2
7245	ADPRHL2	ADPRHL2	gene-with-protein-product	protein-coding-gene	chr15	ADPRHL2	XM_845673.4	ADPRHL2	XM_845673.4
34888	ADPRM	ADPRM	gene-with-protein-product	protein-coding-gene	chr5	ADPRM	XM_005620054.1	ADPRM	XM_005620054.1
24715	ADRA1A	ADRA1A	gene-with-protein-product	protein-coding-gene	chr25	ADRA1A	XR_295581.1	ADRA1A	XR_295581.1
24904	ADRA1B	ADRA1B	gene-with-protein-product	protein-coding-gene	chr4	ADRA1B	NM_001197035.1	ADRA1B	NM_001197035.1
5266	ADRA1D	ADRA1D	gene-with-protein-product	protein-coding-gene	chr24	ADRA1D	XM_003433195.2	ADRA1D	XM_003433195.2
45756	ADRA2A	ADRA2A	gene-with-protein-product	protein-coding-gene	chr28	ADRA2A	XM_005637878.1	ADRA2A	XM_005637878.1
16208	ADRA2B	ADRA2B	gene-with-protein-product	protein-coding-gene	chr17	ADRA2B	XM_005642442.1	ADRA2B	XM_005642442.1
397	ADRA2C	ADRA2C	gene-with-protein-product	protein-coding-gene	chr3	ADRA2C	XM_545911.3	ADRA2C	XM_545911.3
5212	ADRB1	ADRB1	gene-with-protein-product	protein-coding-gene	chr28	ADRB1	NM_001008713.1	ADRB1	NM_001008713.1
24810	ADRB2	ADRB2	gene-with-protein-product	protein-coding-gene	chr4	ADRB2	NM_001003234.1	ADRB2	NM_001003234.1
25186	ADRB3	ADRB3	gene-with-protein-product	protein-coding-gene	chr16	ADRB3	NM_001003377.1	ADRB3	NM_001003377.1
41242	ADRBK1	ADRBK1	gene-with-protein-product	protein-coding-gene	chr18	ADRBK1	XM_846992.3	ADRBK1	XM_846992.3
44924	ADRBK2	ADRBK2	gene-with-protein-product	protein-coding-gene	chr26	ADRBK2	XM_543453.3	ADRBK2	XM_543453.3
16275	ADRM1	ADRM1	gene-with-protein-product	protein-coding-gene	chr24	ADRM1	XM_003639836.2	ADRM1	XM_003639836.2
25503	ADSL	ADSL	gene-with-protein-product	protein-coding-gene	chr10	ADSL	XM_531727.4	ADSL	XM_531727.4
36054	ADSS	ADSS	gene-with-protein-product	protein-coding-gene	chr7	ADSS	XM_537220.4	ADSS	XM_537220.4
11853	ADSSL1	ADSSL1	gene-with-protein-product	protein-coding-gene	chr8	ADSSL1	XM_005623943.1	ADSSL1	XM_005623943.1
33356	ADTRP	ADTRP	gene-with-protein-product	protein-coding-gene	chr35	ADTRP	XM_535887.4	ADTRP	XM_535887.4
45366	AEBP2	AEBP2	gene-with-protein-product	protein-coding-gene	chr27	AEBP2	XM_005637085.1	AEBP2	XM_005637085.1
313	AEN	AEN	gene-with-protein-product	protein-coding-gene	chr3	AEN	XM_545846.4	AEN	XM_545846.4
356	AFAP1	AFAP1	gene-with-protein-product	protein-coding-gene	chr3	AFAP1	XM_005618458.1	AFAP1	XM_005618458.1
944	AFAP1L1	AFAP1L1	gene-with-protein-product	protein-coding-gene	chr4	AFAP1L1	XM_005619453.1	AFAP1L1	XM_005619453.1
45771	AFAP1L2	AFAP1L2	gene-with-protein-product	protein-coding-gene	chr28	AFAP1L2	XM_005637881.1	AFAP1L2	XM_005637881.1
13057	AFF1	AFF1	gene-with-protein-product	protein-coding-gene	chr32	AFF1	XM_005639158.1	AFF1	XM_005639158.1
5118	AFF2	AFF2	gene-with-protein-product	protein-coding-gene	chrX	AFF2	XM_005641910.1	AFF2	XM_005641910.1
10593	AFF3	AFF3	gene-with-protein-product	protein-coding-gene	chr10	AFF3	XM_005626015.1	AFF3	XM_005626015.1
25862	AFF4	AFF4	gene-with-protein-product	protein-coding-gene	chr11	AFF4	XM_845216.3	AFF4	XM_845216.3
3143	AFG3L2	AFG3L2	gene-with-protein-product	protein-coding-gene	chr7	AFG3L2	XM_547682.4	AFG3L2	XM_547682.4
26783	AFM	AFM	gene-with-protein-product	protein-coding-gene	chr13	AFM	XM_532408.4	AFM	XM_532408.4
7679	AFMID	AFMID	gene-with-protein-product	protein-coding-gene	chr9	AFMID	XM_005624047.1	AFMID	XM_005624047.1
24120	AFP	AFP	gene-with-protein-product	protein-coding-gene	chr13	AFP	NM_001003027.1	AFP	NM_001003027.1
25739	AFTPH	AFTPH	gene-with-protein-product	protein-coding-gene	chr10	AFTPH	XM_847586.3	AFTPH	XM_847586.3
27660	AGA	AGA	gene-with-protein-product	protein-coding-gene	chr16	AGA	XM_532851.4	AGA	XM_532851.4
5428	AGAP1	AGAP1	gene-with-protein-product	protein-coding-gene	chr25	AGAP1	XM_843373.3	AGAP1	XM_843373.3
37826	AGAP2	AGAP2	gene-with-protein-product	protein-coding-gene	chr10	AGAP2	XM_538251.4	AGAP2	XM_538251.4
15105	AGAP3	AGAP3	gene-with-protein-product	protein-coding-gene	chr16	AGAP3	XM_005629681.1	AGAP3	XM_005629681.1
33966	AGBL1	AGBL1	gene-with-protein-product	protein-coding-gene	chr3	AGBL1	XM_005618341.1	AGBL1	XM_005618341.1
14123	AGBL2	AGBL2	gene-with-protein-product	protein-coding-gene	chr18	AGBL2	XM_005631225.1	AGBL2	XM_005631225.1
27405	AGBL3	AGBL3	gene-with-protein-product	protein-coding-gene	chr16	AGBL3	XM_005629595.1	AGBL3	XM_005629595.1
8927	AGBL4	AGBL4	gene-with-protein-product	protein-coding-gene	chr15	AGBL4	XM_005629020.1	AGBL4	XM_005629020.1
27732	AGBL5	AGBL5	gene-with-protein-product	protein-coding-gene	chr17	AGBL5	XM_005630241.1	AGBL5	XM_005630241.1
23777	AGER	AGER	gene-with-protein-product	protein-coding-gene	chr12	AGER	XM_005627011.1	AGER	XM_005627011.1
30824	AGFG1	AGFG1	gene-with-protein-product	protein-coding-gene	chr25	AGFG1	XM_005635784.1	AGFG1	XM_005635784.1
2002	AGFG2	AGFG2	gene-with-protein-product	protein-coding-gene	chr6	AGFG2	XM_546955.4	AGFG2	XM_546955.4
34223	AGGF1	AGGF1	gene-with-protein-product	protein-coding-gene	chr3	AGGF1	XR_291808.1	AGGF1	XR_291808.1
39997	AGK	AGK	gene-with-protein-product	protein-coding-gene	chr16	AGK	XM_005629546.1	AGK	XM_005629546.1
35661	AGL	AGL	gene-with-protein-product	protein-coding-gene	chr6	AGL	XM_005621310.1	AGL	XM_005621310.1
46495	AGMAT	AGMAT	gene-with-protein-product	protein-coding-gene	chr2	AGMAT	XM_544555.4	AGMAT	XM_544555.4
26851	AGMO	AGMO	gene-with-protein-product	protein-coding-gene	chr14	AGMO	XM_005628579.1	AGMO	XM_005628579.1
27085	AGO1	AGO1	gene-with-protein-product	protein-coding-gene	chr15	AGO1	XM_532563.4	AGO1	XM_532563.4
26653	AGO2	AGO2	gene-with-protein-product	protein-coding-gene	chr13	AGO2	XM_005627992.1	AGO2	XM_005627992.1
27071	AGO3	AGO3	gene-with-protein-product	protein-coding-gene	chr15	AGO3	XM_005628958.1	AGO3	XM_005628958.1
39688	AGO4	AGO4	gene-with-protein-product	protein-coding-gene	chr15	AGO4	XM_005628961.1	AGO4	XM_005628961.1
26191	AGPAT1	AGPAT1	gene-with-protein-product	protein-coding-gene	chr12	AGPAT1	XM_005627176.1	AGPAT1	XM_005627176.1
4149	AGPAT2	AGPAT2	gene-with-protein-product	protein-coding-gene	chr9	AGPAT2	XM_003639304.2	AGPAT2	XM_003639304.2
14725	AGPAT3	AGPAT3	gene-with-protein-product	protein-coding-gene	chr31	AGPAT3	XM_003433987.2	AGPAT3	XM_003433987.2
11431	AGPAT4	AGPAT4	gene-with-protein-product	protein-coding-gene	chr1	AGPAT4	XM_850050.3	AGPAT4	XM_850050.3
13409	AGPAT5	AGPAT5	gene-with-protein-product	protein-coding-gene	chr16	AGPAT5	XM_005630056.1	AGPAT5	XM_005630056.1
27489	AGPAT6	AGPAT6	gene-with-protein-product	protein-coding-gene	chr16	AGPAT6	XM_532792.4	AGPAT6	XM_532792.4
32889	AGPAT9	AGPAT9	gene-with-protein-product	protein-coding-gene	chr32	AGPAT9	XM_535637.4	AGPAT9	XM_535637.4
47643	AGPS	AGPS	gene-with-protein-product	protein-coding-gene	chr36	AGPS	XM_545543.4	AGPS	XM_545543.4
39483	AGR2	AGR2	gene-with-protein-product	protein-coding-gene	chr14	AGR2	XM_539450.4	AGR2	XM_539450.4
35045	AGRN	AGRN	gene-with-protein-product	protein-coding-gene	chr5	AGRN	XM_005620362.1	AGRN	XM_005620362.1
10156	AGRP	AGRP	gene-with-protein-product	protein-coding-gene	chr5	AGRP	XM_848839.2	AGRP	XM_848839.2
24536	AGT	AGT	gene-with-protein-product	protein-coding-gene	chr4	AGT	XM_005618833.1	AGT	XM_005618833.1
41889	AGTPBP1	AGTPBP1	gene-with-protein-product	protein-coding-gene	chr1	AGTPBP1	XM_005615812.1	AGTPBP1	XM_005615812.1
24642	AGTR1	AGTR1	gene-with-protein-product	protein-coding-gene	chr23	AGTR1	XM_003433161.2	AGTR1	XM_003433161.2
24641	AGTR2	AGTR2	gene-with-protein-product	protein-coding-gene	chrX	AGTR2	XM_005641714.1	AGTR2	XM_005641714.1
6937	AGTRAP	AGTRAP	gene-with-protein-product	protein-coding-gene	chr2	AGTRAP	XM_005617999.1	AGTRAP	XM_005617999.1
11752	AGXT2	AGXT2	gene-with-protein-product	protein-coding-gene	chr4	AGXT2	XM_850322.3	AGXT2	XM_850322.3
36061	AHCTF1	AHCTF1	gene-with-protein-product	protein-coding-gene	chr7	AHCTF1	XM_005622612.1	AHCTF1	XM_005622612.1
30427	AHCY	AHCY	gene-with-protein-product	protein-coding-gene	chr24	AHCY	XM_534388.4	AHCY	XM_534388.4
10825	AHCYL1	AHCYL1	gene-with-protein-product	protein-coding-gene	chr6	AHCYL1	XM_005621805.1	AHCYL1	XM_005621805.1
26813	AHCYL2	AHCYL2	gene-with-protein-product	protein-coding-gene	chr14	AHCYL2	XM_005628404.1	AHCYL2	XM_005628404.1
46352	AHDC1	AHDC1	gene-with-protein-product	protein-coding-gene	chr2	AHDC1	XM_544468.5	AHDC1	XM_544468.5
28638	AHI1	AHI1	gene-with-protein-product	protein-coding-gene	chr1	AHI1	XM_005615438.1	AHI1	XM_005615438.1
28374	AHNAK	AHNAK	gene-with-protein-product	protein-coding-gene	chr18	AHNAK	XM_005631625.1	AHNAK	XM_005631625.1
11867	AHNAK2	AHNAK2	gene-with-protein-product	protein-coding-gene	chr8	AHNAK2	XM_005623880.1	AHNAK2	XM_005623880.1
26939	AHR	AHR	gene-with-protein-product	protein-coding-gene	chr14	AHR	XM_532485.4	AHR	XM_532485.4
47292	AHRR	AHRR	gene-with-protein-product	protein-coding-gene	chr34	AHRR	XM_005639711.1	AHRR	XM_005639711.1
